Asset Type,Date,Usage Time,Last Maintenance Date,Stock Level,Reorder Point,Equipment Status,Usage Pattern
X-Ray Machine,3/17/2022,8,3/17/2022,5,3,Operational,As needed
PPE Kit,3/18/2022,4,3/18/2022,1,1,Operational,As needed
Surgical Gloves,3/18/2022,9,3/18/2022,6,7,Operational,As needed
Heart Monitor,3/18/2022,8,3/18/2022,5,3,Operational,As needed
X-Ray Machine,3/18/2022,8,3/18/2022,5,3,Operational,As needed
Anesthesia Machine,3/18/2022,8,3/18/2022,5,3,Operational,As needed
Anesthesia Machine,3/19/2022,8,3/19/2022,5,3,Operational,As needed
Heart Monitor,3/19/2022,8,3/19/2022,5,3,Operational,As needed
Surgical Gloves,3/19/2022,5,3/19/2022,2,1,Operational,As needed
X-Ray Machine,3/19/2022,8,3/19/2022,5,3,Operational,As needed
PPE Kit,3/19/2022,9,3/19/2022,6,9,Operational,As needed
PPE Kit,3/20/2022,9,3/20/2022,6,7,Operational,As needed
Surgical Gloves,3/20/2022,9,3/20/2022,6,4,Operational,As needed
Heart Monitor,3/20/2022,8,3/20/2022,5,3,Operational,As needed
X-Ray Machine,3/20/2022,8,3/20/2022,5,3,Operational,As needed
Anesthesia Machine,3/20/2022,8,3/20/2022,5,3,Operational,As needed
PPE Kit,3/21/2022,5,3/21/2022,2,5,Operational,As needed
Surgical Gloves,3/21/2022,11,3/21/2022,8,4,Operational,As needed
Heart Monitor,3/21/2022,8,3/21/2022,5,3,Operational,As needed
X-Ray Machine,3/21/2022,8,3/21/2022,5,3,Operational,As needed
Anesthesia Machine,3/21/2022,8,3/21/2022,5,3,Operational,As needed
Anesthesia Machine,3/22/2022,8,3/22/2022,5,3,Operational,As needed
PPE Kit,3/22/2022,7,3/22/2022,4,9,Operational,As needed
Heart Monitor,3/22/2022,8,3/22/2022,5,3,Operational,As needed
Surgical Gloves,3/22/2022,8,3/22/2022,5,2,Operational,As needed
X-Ray Machine,3/22/2022,8,3/22/2022,5,3,Operational,As needed
PPE Kit,3/23/2022,12,3/23/2022,9,1,Operational,As needed
Surgical Gloves,3/23/2022,11,3/23/2022,8,9,Operational,As needed
Heart Monitor,3/23/2022,8,3/23/2022,5,3,Operational,As needed
X-Ray Machine,3/23/2022,8,3/23/2022,5,3,Operational,As needed
Anesthesia Machine,3/23/2022,8,3/23/2022,5,3,Operational,As needed
Anesthesia Machine,3/24/2022,8,3/24/2022,5,3,Operational,As needed
PPE Kit,3/24/2022,6,3/24/2022,3,5,Operational,As needed
Heart Monitor,3/24/2022,8,3/24/2022,5,3,Operational,As needed
Surgical Gloves,3/24/2022,4,3/24/2022,1,4,Operational,As needed
X-Ray Machine,3/24/2022,8,3/24/2022,5,3,Operational,As needed
PPE Kit,3/25/2022,10,3/25/2022,7,3,Operational,As needed
Surgical Gloves,3/25/2022,10,3/25/2022,7,9,Operational,As needed
Heart Monitor,3/25/2022,8,3/25/2022,5,3,Operational,As needed
X-Ray Machine,3/25/2022,8,3/25/2022,5,3,Operational,As needed
Anesthesia Machine,3/25/2022,8,3/25/2022,5,3,Operational,As needed
Anesthesia Machine,3/26/2022,8,3/26/2022,5,3,Operational,As needed
X-Ray Machine,3/26/2022,8,3/26/2022,5,3,Operational,As needed
Surgical Gloves,3/26/2022,6,3/26/2022,3,7,Operational,As needed
PPE Kit,3/26/2022,4,3/26/2022,1,7,Operational,As needed
Heart Monitor,3/26/2022,8,3/26/2022,5,3,Operational,As needed
PPE Kit,3/27/2022,5,3/27/2022,2,9,Operational,As needed
Surgical Gloves,3/27/2022,7,3/27/2022,4,8,Operational,As needed
Heart Monitor,3/27/2022,8,3/27/2022,5,3,Operational,As needed
X-Ray Machine,3/27/2022,8,3/27/2022,5,3,Operational,As needed
Anesthesia Machine,3/27/2022,8,3/27/2022,5,3,Operational,As needed
X-Ray Machine,3/28/2022,8,3/28/2022,5,3,Operational,As needed
Anesthesia Machine,3/28/2022,8,3/28/2022,5,3,Operational,As needed
Surgical Gloves,3/28/2022,6,3/28/2022,3,7,Operational,As needed
Heart Monitor,3/28/2022,8,3/28/2022,5,3,Operational,As needed
PPE Kit,3/28/2022,11,3/28/2022,8,8,Operational,As needed
PPE Kit,3/29/2022,4,3/29/2022,1,7,Operational,As needed
Surgical Gloves,3/29/2022,7,3/29/2022,4,6,Operational,As needed
Heart Monitor,3/29/2022,8,3/29/2022,5,3,Operational,As needed
X-Ray Machine,3/29/2022,8,3/29/2022,5,3,Operational,As needed
Anesthesia Machine,3/29/2022,8,3/29/2022,5,3,Operational,As needed
X-Ray Machine,3/30/2022,8,3/30/2022,5,3,Operational,As needed
Anesthesia Machine,3/30/2022,8,3/30/2022,5,3,Operational,As needed
Surgical Gloves,3/30/2022,11,3/30/2022,8,4,Operational,As needed
PPE Kit,3/30/2022,6,3/30/2022,3,6,Operational,As needed
Heart Monitor,3/30/2022,8,3/30/2022,5,3,Operational,As needed
PPE Kit,3/31/2022,4,3/31/2022,1,7,Operational,As needed
Surgical Gloves,3/31/2022,6,3/31/2022,3,6,Operational,As needed
Heart Monitor,3/31/2022,8,3/31/2022,5,3,Operational,As needed
X-Ray Machine,3/31/2022,8,3/31/2022,5,3,Operational,As needed
Anesthesia Machine,3/31/2022,8,3/31/2022,5,3,Operational,As needed
PPE Kit,04-01-2022,8,04-01-2022,5,6,Operational,As needed
Surgical Gloves,04-01-2022,5,04-01-2022,2,4,Operational,As needed
Heart Monitor,04-01-2022,8,04-01-2022,5,3,Operational,As needed
X-Ray Machine,04-01-2022,8,04-01-2022,5,3,Operational,As needed
Anesthesia Machine,04-01-2022,8,04-01-2022,5,3,Operational,As needed
Anesthesia Machine,04-02-2022,8,04-02-2022,5,3,Operational,As needed
PPE Kit,04-02-2022,6,04-02-2022,3,8,Operational,As needed
Heart Monitor,04-02-2022,8,04-02-2022,5,3,Operational,As needed
Surgical Gloves,04-02-2022,11,04-02-2022,8,3,Operational,As needed
X-Ray Machine,04-02-2022,8,04-02-2022,5,3,Operational,As needed
PPE Kit,04-03-2022,4,04-03-2022,1,5,Operational,As needed
Surgical Gloves,04-03-2022,6,04-03-2022,3,3,Operational,As needed
Heart Monitor,04-03-2022,8,04-03-2022,5,3,Operational,As needed
X-Ray Machine,04-03-2022,8,04-03-2022,5,3,Operational,As needed
Anesthesia Machine,04-03-2022,8,04-03-2022,5,3,Operational,As needed
Anesthesia Machine,04-04-2022,8,04-04-2022,5,3,Operational,As needed
Surgical Gloves,04-04-2022,5,04-04-2022,2,4,Operational,As needed
Heart Monitor,04-04-2022,8,04-04-2022,5,3,Operational,As needed
X-Ray Machine,04-04-2022,8,04-04-2022,5,3,Operational,As needed
PPE Kit,04-04-2022,6,04-04-2022,3,1,Operational,As needed
Anesthesia Machine,04-05-2022,8,04-05-2022,5,3,Operational,As needed
Surgical Gloves,04-05-2022,6,04-05-2022,3,8,Operational,As needed
Heart Monitor,04-05-2022,8,04-05-2022,5,3,Operational,As needed
X-Ray Machine,04-05-2022,8,04-05-2022,5,3,Operational,As needed
PPE Kit,04-05-2022,10,04-05-2022,7,5,Operational,As needed
PPE Kit,04-06-2022,12,04-06-2022,9,1,Operational,As needed
Surgical Gloves,04-06-2022,9,04-06-2022,6,3,Operational,As needed
Heart Monitor,04-06-2022,8,04-06-2022,5,3,Operational,As needed
X-Ray Machine,04-06-2022,8,04-06-2022,5,3,Operational,As needed
Anesthesia Machine,04-06-2022,8,04-06-2022,5,3,Operational,As needed
Anesthesia Machine,04-07-2022,8,04-07-2022,5,3,Operational,As needed
X-Ray Machine,04-07-2022,8,04-07-2022,5,3,Operational,As needed
Surgical Gloves,04-07-2022,9,04-07-2022,6,4,Operational,As needed
PPE Kit,04-07-2022,4,04-07-2022,1,2,Operational,As needed
Heart Monitor,04-07-2022,8,04-07-2022,5,3,Operational,As needed
Surgical Gloves,04-08-2022,12,04-08-2022,9,3,Operational,As needed
Heart Monitor,04-08-2022,8,04-08-2022,5,3,Operational,As needed
X-Ray Machine,04-08-2022,8,04-08-2022,5,3,Operational,As needed
Anesthesia Machine,04-08-2022,8,04-08-2022,5,3,Operational,As needed
PPE Kit,04-08-2022,11,04-08-2022,8,3,Operational,As needed
PPE Kit,04-09-2022,8,04-09-2022,5,7,Operational,As needed
Surgical Gloves,04-09-2022,4,04-09-2022,1,5,Operational,As needed
Heart Monitor,04-09-2022,8,04-09-2022,5,3,Operational,As needed
X-Ray Machine,04-09-2022,8,04-09-2022,5,3,Operational,As needed
Anesthesia Machine,04-09-2022,8,04-09-2022,5,3,Operational,As needed
Heart Monitor,04-10-2022,8,04-10-2022,5,3,Operational,As needed
PPE Kit,04-10-2022,4,04-10-2022,1,2,Operational,As needed
Surgical Gloves,04-10-2022,7,04-10-2022,4,3,Operational,As needed
X-Ray Machine,04-10-2022,8,04-10-2022,5,3,Operational,As needed
Anesthesia Machine,04-10-2022,8,04-10-2022,5,3,Operational,As needed
PPE Kit,04-11-2022,5,04-11-2022,2,4,Operational,As needed
Surgical Gloves,04-11-2022,12,04-11-2022,9,7,Operational,As needed
Heart Monitor,04-11-2022,8,04-11-2022,5,3,Operational,As needed
X-Ray Machine,04-11-2022,8,04-11-2022,5,3,Operational,As needed
Anesthesia Machine,04-11-2022,8,04-11-2022,5,3,Operational,As needed
PPE Kit,04-12-2022,4,04-12-2022,1,8,Operational,As needed
Surgical Gloves,04-12-2022,4,04-12-2022,1,7,Operational,As needed
Heart Monitor,04-12-2022,8,04-12-2022,5,3,Operational,As needed
X-Ray Machine,04-12-2022,8,04-12-2022,5,3,Operational,As needed
Anesthesia Machine,04-12-2022,8,04-12-2022,5,3,Operational,As needed
Anesthesia Machine,4/13/2022,8,4/13/2022,5,3,Operational,As needed
X-Ray Machine,4/13/2022,8,4/13/2022,5,3,Operational,As needed
PPE Kit,4/13/2022,8,4/13/2022,5,6,Operational,As needed
Surgical Gloves,4/13/2022,8,4/13/2022,5,3,Operational,As needed
Heart Monitor,4/13/2022,8,4/13/2022,5,3,Operational,As needed
PPE Kit,4/14/2022,4,4/14/2022,1,5,Operational,As needed
Surgical Gloves,4/14/2022,12,4/14/2022,9,7,Operational,As needed
Heart Monitor,4/14/2022,8,4/14/2022,5,3,Operational,As needed
X-Ray Machine,4/14/2022,8,4/14/2022,5,3,Operational,As needed
Anesthesia Machine,4/14/2022,8,4/14/2022,5,3,Operational,As needed
Anesthesia Machine,4/15/2022,8,4/15/2022,5,3,Operational,As needed
X-Ray Machine,4/15/2022,8,4/15/2022,5,3,Operational,As needed
PPE Kit,4/15/2022,9,4/15/2022,6,2,Operational,As needed
Surgical Gloves,4/15/2022,12,4/15/2022,9,6,Operational,As needed
Heart Monitor,4/15/2022,8,4/15/2022,5,3,Operational,As needed
PPE Kit,4/16/2022,8,4/16/2022,5,4,Operational,As needed
Surgical Gloves,4/16/2022,5,4/16/2022,2,7,Operational,As needed
Heart Monitor,4/16/2022,8,4/16/2022,5,3,Operational,As needed
X-Ray Machine,4/16/2022,8,4/16/2022,5,3,Operational,As needed
Anesthesia Machine,4/16/2022,8,4/16/2022,5,3,Operational,As needed
PPE Kit,4/17/2022,6,4/17/2022,3,2,Operational,As needed
Surgical Gloves,4/17/2022,7,4/17/2022,4,7,Operational,As needed
Heart Monitor,4/17/2022,8,4/17/2022,5,3,Operational,As needed
X-Ray Machine,4/17/2022,8,4/17/2022,5,3,Operational,As needed
Anesthesia Machine,4/17/2022,8,4/17/2022,5,3,Operational,As needed
Anesthesia Machine,4/18/2022,8,4/18/2022,5,3,Operational,As needed
X-Ray Machine,4/18/2022,8,4/18/2022,5,3,Operational,As needed
PPE Kit,4/18/2022,11,4/18/2022,8,7,Operational,As needed
Surgical Gloves,4/18/2022,4,4/18/2022,1,3,Operational,As needed
Heart Monitor,4/18/2022,8,4/18/2022,5,3,Operational,As needed
PPE Kit,4/19/2022,6,4/19/2022,3,6,Operational,As needed
Surgical Gloves,4/19/2022,10,4/19/2022,7,6,Operational,As needed
Heart Monitor,4/19/2022,8,4/19/2022,5,3,Operational,As needed
X-Ray Machine,4/19/2022,8,4/19/2022,5,3,Operational,As needed
Anesthesia Machine,4/19/2022,8,4/19/2022,5,3,Operational,As needed
Anesthesia Machine,4/20/2022,8,4/20/2022,5,3,Operational,As needed
X-Ray Machine,4/20/2022,8,4/20/2022,5,3,Operational,As needed
PPE Kit,4/20/2022,9,4/20/2022,6,1,Operational,As needed
Surgical Gloves,4/20/2022,12,4/20/2022,9,9,Operational,As needed
Heart Monitor,4/20/2022,8,4/20/2022,5,3,Operational,As needed
PPE Kit,4/21/2022,10,4/21/2022,7,5,Operational,As needed
Surgical Gloves,4/21/2022,8,4/21/2022,5,4,Operational,As needed
Heart Monitor,4/21/2022,8,4/21/2022,5,3,Operational,As needed
X-Ray Machine,4/21/2022,8,4/21/2022,5,3,Operational,As needed
Anesthesia Machine,4/21/2022,8,4/21/2022,5,3,Operational,As needed
Anesthesia Machine,4/22/2022,8,4/22/2022,5,3,Operational,As needed
X-Ray Machine,4/22/2022,8,4/22/2022,5,3,Operational,As needed
Heart Monitor,4/22/2022,8,4/22/2022,5,3,Operational,As needed
PPE Kit,4/22/2022,8,4/22/2022,5,5,Operational,As needed
Surgical Gloves,4/22/2022,7,4/22/2022,4,4,Operational,As needed
PPE Kit,4/23/2022,6,4/23/2022,3,9,Operational,As needed
Surgical Gloves,4/23/2022,9,4/23/2022,6,8,Operational,As needed
Heart Monitor,4/23/2022,8,4/23/2022,5,3,Operational,As needed
X-Ray Machine,4/23/2022,8,4/23/2022,5,3,Operational,As needed
Anesthesia Machine,4/23/2022,8,4/23/2022,5,3,Operational,As needed
Anesthesia Machine,4/24/2022,8,4/24/2022,5,3,Operational,As needed
X-Ray Machine,4/24/2022,8,4/24/2022,5,3,Operational,As needed
PPE Kit,4/24/2022,4,4/24/2022,1,1,Operational,As needed
Surgical Gloves,4/24/2022,4,4/24/2022,1,8,Operational,As needed
Heart Monitor,4/24/2022,8,4/24/2022,5,3,Operational,As needed
PPE Kit,4/25/2022,4,4/25/2022,1,9,Operational,As needed
Surgical Gloves,4/25/2022,9,4/25/2022,6,1,Operational,As needed
Heart Monitor,4/25/2022,8,4/25/2022,5,3,Operational,As needed
X-Ray Machine,4/25/2022,8,4/25/2022,5,3,Operational,As needed
Anesthesia Machine,4/25/2022,8,4/25/2022,5,3,Operational,As needed
Anesthesia Machine,4/26/2022,8,4/26/2022,5,3,Operational,As needed
X-Ray Machine,4/26/2022,8,4/26/2022,5,3,Operational,As needed
Heart Monitor,4/26/2022,8,4/26/2022,5,3,Operational,As needed
PPE Kit,4/26/2022,10,4/26/2022,7,2,Operational,As needed
Surgical Gloves,4/26/2022,11,4/26/2022,8,1,Operational,As needed
PPE Kit,4/27/2022,4,4/27/2022,1,5,Operational,As needed
Surgical Gloves,4/27/2022,6,4/27/2022,3,4,Operational,As needed
Heart Monitor,4/27/2022,8,4/27/2022,5,3,Operational,As needed
X-Ray Machine,4/27/2022,8,4/27/2022,5,3,Operational,As needed
Anesthesia Machine,4/27/2022,8,4/27/2022,5,3,Operational,As needed
X-Ray Machine,4/28/2022,8,4/28/2022,5,3,Operational,As needed
Anesthesia Machine,4/28/2022,8,4/28/2022,5,3,Operational,As needed
Surgical Gloves,4/28/2022,5,4/28/2022,2,4,Operational,As needed
Heart Monitor,4/28/2022,8,4/28/2022,5,3,Operational,As needed
PPE Kit,4/28/2022,6,4/28/2022,3,1,Operational,As needed
Anesthesia Machine,4/29/2022,8,4/29/2022,5,3,Operational,As needed
X-Ray Machine,4/29/2022,8,4/29/2022,5,3,Operational,As needed
PPE Kit,4/29/2022,6,4/29/2022,3,1,Operational,As needed
Surgical Gloves,4/29/2022,12,4/29/2022,9,6,Operational,As needed
Heart Monitor,4/29/2022,8,4/29/2022,5,3,Operational,As needed
X-Ray Machine,4/30/2022,8,4/30/2022,5,3,Operational,As needed
Anesthesia Machine,4/30/2022,8,4/30/2022,5,3,Operational,As needed
Surgical Gloves,4/30/2022,10,4/30/2022,7,4,Operational,As needed
PPE Kit,4/30/2022,12,4/30/2022,9,3,Operational,As needed
Heart Monitor,4/30/2022,8,4/30/2022,5,3,Operational,As needed
PPE Kit,05-01-2022,7,05-01-2022,4,7,Operational,As needed
Surgical Gloves,05-01-2022,10,05-01-2022,7,5,Operational,As needed
X-Ray Machine,05-01-2022,8,05-01-2022,5,3,Operational,As needed
Anesthesia Machine,05-01-2022,8,05-01-2022,5,3,Operational,As needed
Heart Monitor,05-01-2022,8,05-01-2022,5,3,Operational,As needed
Anesthesia Machine,05-02-2022,8,05-02-2022,5,3,Operational,As needed
PPE Kit,05-02-2022,11,05-02-2022,8,1,Operational,As needed
Surgical Gloves,05-02-2022,11,05-02-2022,8,3,Operational,As needed
Heart Monitor,05-02-2022,8,05-02-2022,5,3,Operational,As needed
X-Ray Machine,05-02-2022,8,05-02-2022,5,3,Operational,As needed
Anesthesia Machine,05-03-2022,8,05-03-2022,5,3,Operational,As needed
X-Ray Machine,05-03-2022,8,05-03-2022,5,3,Operational,As needed
Heart Monitor,05-03-2022,8,05-03-2022,5,3,Operational,As needed
Surgical Gloves,05-03-2022,8,05-03-2022,5,1,Operational,As needed
PPE Kit,05-03-2022,6,05-03-2022,3,9,Operational,As needed
PPE Kit,05-04-2022,4,05-04-2022,1,3,Operational,As needed
Surgical Gloves,05-04-2022,12,05-04-2022,9,2,Operational,As needed
Heart Monitor,05-04-2022,8,05-04-2022,5,3,Operational,As needed
X-Ray Machine,05-04-2022,8,05-04-2022,5,3,Operational,As needed
Anesthesia Machine,05-04-2022,8,05-04-2022,5,3,Operational,As needed
X-Ray Machine,05-05-2022,8,05-05-2022,5,3,Operational,As needed
Anesthesia Machine,05-05-2022,8,05-05-2022,5,3,Operational,As needed
Surgical Gloves,05-05-2022,12,05-05-2022,9,9,Operational,As needed
PPE Kit,05-05-2022,4,05-05-2022,1,5,Operational,As needed
Heart Monitor,05-05-2022,8,05-05-2022,5,3,Operational,As needed
PPE Kit,05-06-2022,7,05-06-2022,4,3,Operational,As needed
Surgical Gloves,05-06-2022,12,05-06-2022,9,5,Operational,As needed
Heart Monitor,05-06-2022,8,05-06-2022,5,3,Operational,As needed
X-Ray Machine,05-06-2022,8,05-06-2022,5,3,Operational,As needed
Anesthesia Machine,05-06-2022,8,05-06-2022,5,3,Operational,As needed
Anesthesia Machine,05-07-2022,8,05-07-2022,5,3,Operational,As needed
X-Ray Machine,05-07-2022,8,05-07-2022,5,3,Operational,As needed
Heart Monitor,05-07-2022,8,05-07-2022,5,3,Operational,As needed
PPE Kit,05-07-2022,5,05-07-2022,2,9,Operational,As needed
Surgical Gloves,05-07-2022,8,05-07-2022,5,7,Operational,As needed
PPE Kit,05-08-2022,7,05-08-2022,4,7,Operational,As needed
Surgical Gloves,05-08-2022,4,05-08-2022,1,7,Operational,As needed
Heart Monitor,05-08-2022,8,05-08-2022,5,3,Operational,As needed
X-Ray Machine,05-08-2022,8,05-08-2022,5,3,Operational,As needed
Anesthesia Machine,05-08-2022,8,05-08-2022,5,3,Operational,As needed
X-Ray Machine,05-09-2022,8,05-09-2022,5,3,Operational,As needed
Anesthesia Machine,05-09-2022,8,05-09-2022,5,3,Operational,As needed
Surgical Gloves,05-09-2022,8,05-09-2022,5,8,Operational,As needed
PPE Kit,05-09-2022,8,05-09-2022,5,2,Operational,As needed
Heart Monitor,05-09-2022,8,05-09-2022,5,3,Operational,As needed
PPE Kit,05-10-2022,4,05-10-2022,1,1,Operational,As needed
Surgical Gloves,05-10-2022,7,05-10-2022,4,1,Operational,As needed
Heart Monitor,05-10-2022,8,05-10-2022,5,3,Operational,As needed
X-Ray Machine,05-10-2022,8,05-10-2022,5,3,Operational,As needed
Anesthesia Machine,05-10-2022,8,05-10-2022,5,3,Operational,As needed
X-Ray Machine,05-11-2022,8,05-11-2022,5,3,Operational,As needed
Anesthesia Machine,05-11-2022,8,05-11-2022,5,3,Operational,As needed
Surgical Gloves,05-11-2022,5,05-11-2022,2,3,Operational,As needed
PPE Kit,05-11-2022,11,05-11-2022,8,7,Operational,As needed
Heart Monitor,05-11-2022,8,05-11-2022,5,3,Operational,As needed
PPE Kit,05-12-2022,7,05-12-2022,4,9,Operational,As needed
Surgical Gloves,05-12-2022,4,05-12-2022,1,4,Operational,As needed
Heart Monitor,05-12-2022,8,05-12-2022,5,3,Operational,As needed
X-Ray Machine,05-12-2022,8,05-12-2022,5,3,Operational,As needed
Anesthesia Machine,05-12-2022,8,05-12-2022,5,3,Operational,As needed
PPE Kit,5/13/2022,5,5/13/2022,2,5,Operational,As needed
Surgical Gloves,5/13/2022,6,5/13/2022,3,2,Operational,As needed
Heart Monitor,5/13/2022,8,5/13/2022,5,3,Operational,As needed
X-Ray Machine,5/13/2022,8,5/13/2022,5,3,Operational,As needed
Anesthesia Machine,5/13/2022,8,5/13/2022,5,3,Operational,As needed
X-Ray Machine,5/14/2022,8,5/14/2022,5,3,Operational,As needed
Anesthesia Machine,5/14/2022,8,5/14/2022,5,3,Operational,As needed
Surgical Gloves,5/14/2022,6,5/14/2022,3,5,Operational,As needed
Heart Monitor,5/14/2022,8,5/14/2022,5,3,Operational,As needed
PPE Kit,5/14/2022,5,5/14/2022,2,1,Operational,As needed
X-Ray Machine,5/15/2022,8,5/15/2022,5,3,Operational,As needed
Anesthesia Machine,5/15/2022,8,5/15/2022,5,3,Operational,As needed
Surgical Gloves,5/15/2022,6,5/15/2022,3,8,Operational,As needed
PPE Kit,5/15/2022,8,5/15/2022,5,8,Operational,As needed
Heart Monitor,5/15/2022,8,5/15/2022,5,3,Operational,As needed
PPE Kit,5/16/2022,11,5/16/2022,8,8,Operational,As needed
Surgical Gloves,5/16/2022,5,5/16/2022,2,7,Operational,As needed
Heart Monitor,5/16/2022,8,5/16/2022,5,3,Operational,As needed
X-Ray Machine,5/16/2022,8,5/16/2022,5,3,Operational,As needed
Anesthesia Machine,5/16/2022,8,5/16/2022,5,3,Operational,As needed
X-Ray Machine,5/17/2022,8,5/17/2022,5,3,Operational,As needed
Anesthesia Machine,5/17/2022,8,5/17/2022,5,3,Operational,As needed
Surgical Gloves,5/17/2022,10,5/17/2022,7,8,Operational,As needed
PPE Kit,5/17/2022,7,5/17/2022,4,7,Operational,As needed
Heart Monitor,5/17/2022,8,5/17/2022,5,3,Operational,As needed
PPE Kit,5/18/2022,10,5/18/2022,7,7,Operational,As needed
Surgical Gloves,5/18/2022,6,5/18/2022,3,1,Operational,As needed
Heart Monitor,5/18/2022,8,5/18/2022,5,3,Operational,As needed
X-Ray Machine,5/18/2022,8,5/18/2022,5,3,Operational,As needed
Anesthesia Machine,5/18/2022,8,5/18/2022,5,3,Operational,As needed
PPE Kit,5/19/2022,12,5/19/2022,9,1,Operational,As needed
Surgical Gloves,5/19/2022,5,5/19/2022,2,9,Operational,As needed
Heart Monitor,5/19/2022,8,5/19/2022,5,3,Operational,As needed
X-Ray Machine,5/19/2022,8,5/19/2022,5,3,Operational,As needed
Anesthesia Machine,5/19/2022,8,5/19/2022,5,3,Operational,As needed
X-Ray Machine,5/20/2022,8,5/20/2022,5,3,Operational,As needed
Anesthesia Machine,5/20/2022,8,5/20/2022,5,3,Operational,As needed
Surgical Gloves,5/20/2022,4,5/20/2022,1,9,Operational,As needed
PPE Kit,5/20/2022,7,5/20/2022,4,7,Operational,As needed
Heart Monitor,5/20/2022,8,5/20/2022,5,3,Operational,As needed
PPE Kit,5/21/2022,8,5/21/2022,5,4,Operational,As needed
Surgical Gloves,5/21/2022,9,5/21/2022,6,4,Operational,As needed
Heart Monitor,5/21/2022,8,5/21/2022,5,3,Operational,As needed
X-Ray Machine,5/21/2022,8,5/21/2022,5,3,Operational,As needed
Anesthesia Machine,5/21/2022,8,5/21/2022,5,3,Operational,As needed
PPE Kit,5/22/2022,12,5/22/2022,9,8,Operational,As needed
Surgical Gloves,5/22/2022,12,5/22/2022,9,5,Operational,As needed
Heart Monitor,5/22/2022,8,5/22/2022,5,3,Operational,As needed
X-Ray Machine,5/22/2022,8,5/22/2022,5,3,Operational,As needed
Anesthesia Machine,5/22/2022,8,5/22/2022,5,3,Operational,As needed
Anesthesia Machine,5/23/2022,8,5/23/2022,5,3,Operational,As needed
